id,steamID,name,price,short_descritiption,genres[],publishers[],release_date
6209,1765260,Cat Jumper,1.99,"When you are trying to understand a cat's jump but meet the troubled shark.",[THEREED BAS],[Adventure/Indie/RPG],13/10/2021
6210,1765480,Bomb Sweeper - Mine Finder,0.99,"Do you want to play and compete with your friends ? Finally there is a brand new bombsweeper with Steam Leaderboards! Complete all stages and try to go RANK 1 of all 100 STAGES!",[Ozan SEN],[Action/Adventure/Casual],27/10/2021
6211,1765510,The Railway,1.99,"The vibe of a typical Russian train is conveyed through illustrations, sounds, and characters. So, hold your seat on the train!",[Honest Novels],[Adventure/Casual/Indie],4/11/2021
6212,1765540,Red Button,0,"Get ready to take part in the world war! It depends only on your choice who you will be - a winner or a loser! It's time to press the red button!",[Токуров Егор (WZRDQQ)],[Free to Play/Indie/Strategy],15/10/2021
6213,1765700,Quest Of Graal,9.99,"Race with up to 4 players in this frantic combat platformer! Dash through 20+ stages, wield magical items, and use the power of the golden statues to overcome monsters, beat your opponents, and catch the cup first!",[Pixel-Archipel],[Action/Casual/Indie/Sports],4/2/2022
6214,1766160,Line Strike,0,"In Line Strike game, you get the role of the commander of a small army. All you need to do is select the type of troops and install it on the battlefield. The game does not require a quick reaction and microcontrol, only knowledge of the stats of your units and tactical ingenuity.",[SEFOGU],[Casual/Free to Play/Indie/Massively Multiplayer/Strategy/Early Access],2/2/2022
6215,1766460,Hop Skip and Thump Playtest,0,"",[],[],2/10/2021
6216,1766660,Rain Puzzle,0.99,"Rain Puzzle is a classic puzzle game where your best friend is logic and sleight of hand. Collect all the pictures together and enjoy your sharpness of mind. Time and number of lives are limited.",[HotFoodGames],[Indie],15/10/2021
6217,1766830,Louder Than Words ~The Story of a Field Trip~,1.99,"Louder Than Words tells a dramatic coming of age story, following Teijo's path as he enters the adult world and faces its different hurdles, as well as the innocent relationships at school, which soon turn to serious commitments later in life.",[SRX Gameworks],[Adventure/RPG],29/10/2021
6218,1767570,Tour de France 2022,39.99,"Fight for the yellow jersey in the official game of the Tour de France 2022. Experience the new online mode with weekly challenges and leaderboards. In Solo mode, you can now deal with incidents (injuries, illnesses) during the 92 stages available.",[Nacon],[Racing/Simulation/Sports/Strategy],9/6/2022
6219,1768100,Heatris,0.99,"For those who want to play a puzzle with time where it will require patience, you can choose the image and the level of difficulty.",[Alexandre Martins Pereira],[Strategy],25/11/2021
6220,1768260,Killer Worm 2,0,"Is basic a classic 'Snake' in reverse! You are a gladiator in an arena to die with a giant worm chasing you that grows as you get points. Run, dodge, collect points, power-ups and make combos to get the highest score while staying alive.",[JOZGames],[Action/Casual],18/1/2022
6221,1768300,Grid Miner,2.99,"Grid Miner is a real-time strategy puzzle game where you mine asteroids to gather resources and expand your space station. Unlock new tools and utilities as you progress through levels. Maintain your quotas and learn more about your employer and coworkers at Hypergo Industries.",[Kairoscope],[Casual/Simulation/Strategy],3/5/2022
6222,1768730,Alien Extraction,10.39,"Control an alien infested space station in this lighthearted VR simulation game. Guide Lenny the janitor through deadly and dangerous levels: sneak, burn, distract, pilot, blast and clean his way to safety. Check cameras, pilot drones and control the facility from the comfort of your security desk!",[Crooks Peak],[Strategy],28/3/2022
6223,1768790,Edwardo,3.99,"Edwardo is a stealth first-person horror game where you must search and collect samples using a UV-light. Beware! Edwardo is not happy that you have infiltrated his hideout and is armed with a Tommy gun.",[Lewis Spalato],[Action/Indie/Strategy],12/11/2021
6224,1769160,Whispers of Ancient Stone,0,"Position blocks and solve ciphers to reveal the story of an ancient ruin in this puzzle vignette.",[Terran Olson],[Casual],18/3/2022
6225,1769570,Facility,1.99,"As per your assignment Unit 146, we need you to check up on Site B for us. They are in the middle of something BIG, so please stay out of their way. Let us know when the job is done.",[Tyler Farley],[Action/Casual/Indie],15/11/2021
6226,1769630,Grim Tales: Crimson Hollow Collector's Edition,9.99,"What's waiting at Crimson Hollow?",[Big Fish Games],[Adventure/Casual],24/9/2021
6227,1770190,Drunken Fist 2: Zombie Hangover,7.99,"Filled with blood, gore and loss of limbs depicted in light-hearted low-poly style, Drunken Fist 2: Zombie Hangover is a whimsical take on survival horror, featuring physics-based beat ‘em up action and ragdoll takedowns that no sober player would take seriously.",[Eastasiasoft Limited],[Action/Indie],22/6/2022
6228,1770930,PT Closed Beta,0,"",[],[],11/10/2021
6229,1772180,Eat Colors,3.99,"Eat Colors is a precision platform game, where instead of running and jumping you throw yourself from surface to surface using just the mouse and a fluffy slime that sticks anywhere.",[Icy Mountain Studios],[Action/Adventure/Indie],15/6/2022
6230,1772320,The Hidden Room Playtest,0,"",[],[],18/2/2022
6231,1772720,Village of Zombies,4.99,"In Village of Zombies you can fight against zombies and mutants together with other players or alone on different maps, the goal is to survive as many levels as possible. The game always starts at level 1 and with each level increase, more zombies and stronger zombies come.",[Hoi 4 Deu],[Action/Adventure/Indie],6/5/2022
6232,1772920,Para Bellum - Hold the Line,17.99,"Para Bellum - Hold the Line is a 3D real time small unit tactics game. Your task is to hold off enemy attacks wave after wave using a variety of different Units and Supports in your arsenal to the best of your abilities in Campaign and Skirmish modes.",[Laukaus Games],[Strategy],31/12/2021
6233,1773040,Crystal Project Playtest,0,"",[],[],30/9/2021
6234,1773200,NMNE,9.99,"One of the scariest horror games ever. You find yourself inside your dream, which turns into one continuous nightmare.",[AK Studio],[Adventure/Indie],8/11/2021
6235,1773390,The Northern Gate : Special agent,1.99,"Save the world from the monsters invading! With your flying board, keep moving, get weapons, and kill the monsters! Don't forget to make strategies before every combat because it won't be an easy fight!",[Junhyuk Yang],[Action/Adventure/Indie],13/10/2021
6236,1773750,Kiteboarding Pro Playtest,0,"",[],[],5/10/2021
6237,1774130,QontoWars,3.99,"A multiplayer FPS game with a sci-fi/space-like atmosphere, with a focus on versatility of gamemodes, maps, weapons and weapon/player skins",[QontoLabs],[Indie/Early Access],16/10/2021
6238,1774150,Stack Gun Heroes Playtest,0,"",[],[],8/10/2021
6239,1774390,Alien Age,5.99,"Alien Age is a chaotic merging single player game. As an alien, you combine and deliver a variety of resources before hopeful towns crumble to dust. Prime your engine and shine your saucer, towns are eager to see what the future holds… and they won't wait forever.",[Indie Wizards],[Adventure/Casual/Indie/RPG/Strategy],1/12/2021
6240,1774560,Dead Transmission,0,"Play an experimental asymmetric co-op multiplayer with your friend! Have one person move through a FPS horror level while the other be the eye in the sky. Can you and your friend communicate well enough to make it through all the difficulty levels?",[Brock Soicher],[Action/Adventure/Simulation],2/12/2021
6241,1774810,Laruaville 10 Match 3 Puzzle,6.99,"A great Match 3 game with lots of bonus games!",[LGT SIA],[Casual/Indie],17/10/2021
6242,1775390,Substance 3D Painter 2022,149.99,"Adobe Substance 3D Painter is the reference texturing app for 3D professionals and enthusiasts. From AAA Game Developers to Indies, from Feature Animation to Visual Effects studios, the industry uses Painter to bring their creations to life.",[Adobe],[Animation & Modeling/Game Development],24/11/2021
6243,1776000,Saturn Menace,14.99,"Inmersive HORROR sci-fi game. Your exploration module has been damage by a meteor near the Saturn orbit where its an old abandoned spacecraft. Get power back on, explore space and search a replacement for the core of your spaceship",[LFR Games],[Simulation],14/6/2022
6244,1776120,Starry Moon Island 2,0,"About：It is an old school game collection with ten different types of mini-games.The story tells of a series of wars that took place on the island",[TigerQiuQiu],[Action/Adventure/Casual/Indie/Strategy],7/11/2021
6245,1776260,Crazy Truck,0.99,"Become the king of the road - a truck driver who delivers important cargo! Crazy Truck gives you a very realistic truck driving experience! Deliver heavy oil tanks and other cargo. Put your skills, stamina and speed to the test.",[Quarlellle],[Indie/Racing/Simulation],14/10/2021
6246,1776800,KarmaCrown,2.99,"Karma crown is a post-apocalyptic Logue-like 2d top-down shooter game focused on players' strategic choice and movement control.",[Furyface],[Action/Casual/Indie],2/11/2021
6247,1776860,Tank Sudoku,4.99,"In Tank Sudoku your goal is to finish a sudoku puzzle as fast as possible, but every cell is guarded by enemy tanks. Battle your way through each cell to finish the puzzle.",[Meekrab Games],[Casual/Indie],29/4/2022
6248,1776940,Fleshgait,14.99,"Fleshgait is an atmospheric survival horror game; play as Orion or Clay Mara, in their search for Damien Mara. Dynamic systems alter the game as you play.",[So It Appears, INC.],[Action/Adventure/Early Access],3/2/2022
6249,1777110,DogFight Time,0.99,"Dogfight Time is an aerial racing game with shooting mechanics. Race your opponents into the finish line, picking up objects to destroy opponents planes or protecting your plane from damage. Earn in-game money by completing matches, unlock new planes to race with.",[HabibiDev],[Action/Adventure/Casual/Indie/Racing/Sports],5/4/2022
6250,1777210,Can You Escape,0.99,"A physics based puzzle, clicker &amp; small automation game. Figure out how to escape, because no-one is coming to help you...",[Grazebang],[Casual/Indie],17/10/2021
6251,1777550,Fuyu no Tsuma,1.99,"Fuyu no Tsuma is an addicting game in which you have to solve puzzles with Lovely Girls.The game is perfect for relaxing.",[玫瑰工作室],[Action/Adventure/Indie],15/10/2021
6252,1777750,Ninki Seiyuu: How to Make a Pop Voice Actress,39.99,"A love comedy set in the voice acting industry, from the point of view of voice actresses, managers, and sound engineers... and it's, like, 78% accurate! Play it, and you might find out what this industry is all about!",[Shiravune],[Adventure],14/10/2021
6253,1777760,Soccer Manager 2022,0,"Sign official FIFPRO licensed players and compete to become the ultimate football manager!",[],[Free to Play/Sports],26/11/2021
6254,1778040,Airplane Dogfight Racer,0.49,"Fasten your seatbelts and get ready for this realistic arcade styled flight game. Fly by yourself or in offline versus mode. Unlock new items and tracks as you progress. Play with your gamepad or your keyboard. Race with your opponents with weapons and shields. Follow up yourself on the leaderboard.",[limitless games],[Action/Adventure/Racing],28/10/2021
6255,1778110,Alone In The Mars,1.99,"Alone In The Mars is a 2D side-scrolling shooter. Your main character is a cannon operator at a guarded facility. Your goal is to defend the mines from malicious insect-like geeks for a year. Order upgrades from the main base and protect civilization from an alien threat in all possible ways!",[ImperiumGame],[Indie],9/11/2021
6256,1778190,Dark effigy,1.99,"The effigy holding back the monsters have been destroyed and its pieces scattered. You need to find these pieces and restore the effigy to banish the monsters from these lands.",[daGusto],[Indie],7/11/2021
6257,1778720,Blast Beat,15.99,"Get your fist ready and defeat all the opponents in this VR rhythm action game! Immerse yourself in the fantasy world while throwing your fist to the beat. Release your stress and burn those calories through thrilling exercise!",[gz.inc],[Action/Casual/Indie/Sports],13/1/2022
6258,1779040,Poly Memory: Furries,1.99,"Cute, relaxing, polygonal memory game with furries.",[Cute Hannah's Games],[Casual/Indie],16/10/2021
6259,1779220,Pieces of Beauty 2,2.99,"Deemed a Master of the Chinese Bird and Flower Painting Style, Ohara Koson produced hundreds of prints during his life. Discover 16 majestic pieces made by one of Japan's most celebrated artists while you sharpen your brain and relieve stress playing this Jigsaw Puzzle Game.",[Ma Ma Software],[Casual],21/10/2021
6260,1779560,Donut Dodo,4.99,"If a long lost arcade game from 1983 resurfaced today, it would be Donut Dodo - a classic 2D platformer from the golden era, tough as nails and challenging for the whole family! Ready to top the high score table?",[pixel.games],[Action/Indie],3/6/2022
6261,1779710,SEARCH ALL - ANIMALS,0.99,"Is a game in the genre of 'hidden object', in which you need to find all the animals in a large location drawn in the style of 'doodling'. There is a medieval castle on the game location, and in front of the castle there is a watermill with a pond",[Laush Studio],[Casual/Indie],19/10/2021
6262,1779960,Salome's Kiss,12.99,"A lesbian gothic romance tale set in Victorian England, in which an anxious governess is aggressively pursued by her unruly, tempestuous pupil.",[ebi-hime],[Casual],26/4/2022
6263,1780290,Let's Puzzle,1.99,"Let's Puzzle is a collection of beautiful pictures from yourself and from others. You can sit at home, relax and solve fun puzzles. Get rid of the tiredness of the whole day and plunge into the wonderful puzzle world.",[Zindeaxx Games],[Casual/Indie],24/11/2021
6264,1780840,Loch Ness,13.99,"Loch Ness is a 1-4 Player Co-Op Horror Hunter. You and your team must navigate precarious waters, use your equipment to hunt for Nessie’s feeding ground and lay bait to lure her out. But be careful, for lurking deep beneath the lake is a creature more ancient than all mankind…",[JFi Games],[Indie/Early Access],3/12/2021
6265,1781590,Valley Knights,1.99,"Recruit a company of heroes to save a world in ruins after a devastating cataclysm. Valley Knights is a turn-based, tactical, roguelike, RPG set in a dark-horror fantasy world out of the 1980s, where every decision matters, and no one lives forever...",[Long Road Games],[Adventure/Indie/RPG/Strategy],5/11/2021
6266,1781920,Nakornsampan,1.99,"A match-3 city building strategy game with building interaction, resource management, and more!",[MakhamDev],[Casual/Indie/Strategy],18/12/2021
6267,1782600,Owlone in the Woods,0,"Help an owl find its chicks after losing them - and the ability to fly - in a thunderstorm. In this short 2D platformer you slowly recover your ability to navigate the dangers of the forest as you bring your chicks back to your hollow one by one.",[Kasper TC],[Action/Adventure/Free to Play/Indie],6/1/2022
6268,1782740,SPICESHIFTER,24.99,"Spiceshifter is a single-player game in 2.5D abstract graphics. The essence of the gameplay is to destroy hordes of enemies with the help of a wide variety of weapons, such as brass knuckles, magic or shotguns.",[Piece Of Voxel],[Action/Adventure/Indie],19/10/2021
6269,1782880,Spacious Snake,0.99,"Spacious Snake is a short but well-crafted puzzle game where the objective is to occupy the entire floor of the level. But for that you'll have to solve 20 levels with 2 different mechanics. So you think you can.",[Giant Head],[Casual/Indie/Strategy],21/10/2021
6270,1783090,Marmoset,1.99,"In a world ravaged by World War III, a group of survivors found safety at the top of the trees, only without the resources of the caves the city of Marmoset will not have a future, however you can change that.",[Luamar Games],[Adventure/Indie],26/10/2021
6271,1783110,Chasing Sunsets,9.99,"When your mother remarries, her new husband's fiery daughter enters your life. After forming an initial strong connection, misunderstanding pushes you apart. Years later, reunited by tragedy and conspiracy, the two of you must choose a path to follow: Will you be rivals, friends, or lovers?",[Stone Fox Studios],[Adventure/Casual/Indie/Early Access],14/2/2022
6272,1783700,Gachi Bird,0.99,"♂️Gachi Bird♂️ - play the mastodon of a game, say your last goodbyes to one and only ♂️Billy Herrington ♂️, and most importantly - have ♂️fun ♂️.",[Gachi Master Games],[Action/Adventure/Casual/Indie],28/10/2021
6273,1783900,Debt - Chasing Treasure,9.99,"Owen finds himself immersed in fear and tension, unaware that the adventure that began with the quest for cursed gold in the mine he entered because of his debt could end up ruining his life.",[Alien Finger],[Action/Adventure/Indie/Simulation],25/2/2022
6274,1783960,Furry Fetishists,6.99,"Furry Fetishists is a classic visual novel game with beautiful, animated sexy scenes.Enjoy epic sex dialogues, stunning sex scenes and incredibly beautiful characters!Awesome storyline, incredible soundtrack are waiting for you too!",[Furry Top Games],[Adventure/Casual/Simulation],19/12/2021
6275,1785280,Word of Kitchen,2.99,"This is a word search game. Theme: kitchen. You are presented with several letters and your task is to add words from these letters.",[QuickBobber],[Casual/Indie/Simulation],22/10/2021
6276,1785370,Slime Escape,0.99,"Try, die, retry in this challenging but fair game. Slide past saws, slip from spikes and skate over flying arrows to save yourself. Can you slime your way to the very end?",[AFIL Games],[Indie],17/11/2021
6277,1785460,Hotel on the Grate,0,"Hotel on the Grate is a short(15-20 min), narrative adventure game. Assume the role of an on call therapist and travel across the city on the grate to meet your patients.",[BiscuitLLC],[Adventure/Casual/Indie],4/11/2021
6278,1785680,SPECWAR Tactics,9.99,"SPECWAR Tactics is a simple game that lets you build up your ideal special operations team and command them in battle. Manage your facilities and troop roster, and lead them on missions, utilizing stealth, fire and maneuver, and CQB to overcome greater numbers with superior tactics.",[Applesauce Dev],[Casual/RPG/Simulation/Strategy],13/1/2022
6279,1785750,全托教师,4.99,"扮演一位能够管理高中生周末学习生活的全托教师，通过计划版周五安排他们的周末日程，一直持续三年。你可以让他们周末补课，冲击高考；也可以让他们随心所欲，增长见识；更可以让他们培养兴趣，为理想努力。3年后的高考是你高光时间。而多年后他们会回来，看看你培养出来的未来之子吧！",[ChaosPainter],[Indie/Simulation/Early Access],30/11/2021
6280,1786280,Puzzle Art: Primates,0.49,"Minimalist, relaxing, picture logic, art - puzzle game with primates.",[My Label Game Studio],[Indie],26/10/2021
6281,1787170,Squidoku,0.99,"A first-of-its-kind SUDOKU adventure game featuring the gang from EverythingHerbs, two separate story lines, and at least one super villain.",[everythingherbs],[Adventure/Casual/Indie],8/11/2021
6282,1787520,Resonance Wars,2.99,"This game is a turn-based strategy game. You will be playing the role of Lord Lyle, the planner. You will have to plan a battle against the empire to save the Estelle Kingdom. Don't worry, your assistant is queen Aviana and her warriors. You can order them freely.",[TeatimeStrategy],[Casual/Indie/RPG/Strategy],11/11/2021
6283,1787600,Dark Forest: The Horror,10.99,"Dark Forest is an adventure horror game in which you have to find a way out of your prolonged sleep. Otherwise, you risk staying in it forever.",[Gamesforgames/Maks Volegov],[Adventure/Indie],4/11/2021
6284,1787650,Trick or Treat,1.09,"Trick or Treat - is an effective and hardcore 2D platformer with surviving elements where you will have to do various levels playing like a Jack-o-lantern.",[HandMade Games],[Action/Adventure/Casual/Indie/Massively Multiplayer/Simulation/Sports/Strategy],5/11/2021
6285,1787730,Kismet Tapestry,0,"A first-person, 2.5D singleplayer RPG set in space in the distant future, the player controls various members of the crew of the Federation of Frontier Colonies' Dirac Space Station as an intergalactic conspiracy unfolds.",[Blacc Ski Weekend Industries],[Action/Free to Play/RPG],29/10/2021
6286,1787960,Milling Machine Simulator 3D,19.99,"Milling machine simulator will inspire novices and experts alike. Realistic physics and movements allow you to familiarize yourself with the machine in a 3D workshop setting. Enjoy playing around, learning and prototyping in Free milling mode. Or challenge yourself in Career mode.",[UI-Games],[Action/Indie/Simulation],22/2/2022
6287,1788650,Alchera,19.99,"Alchera A Struggle for Life steward in an alternate universe, sees a portal at the end of the cave during an operation, wondering and approaching the steward. He enters the portal and finds himself in an age where god and his soldiers rule the earth, his goal is to find the portal and save himself.",[Unisclord Game Studio],[Action/Adventure/Casual/Indie],16/7/2022
6288,1788730,No Crooks On Christmas,0,"No Crooks on Christmas is a tower defense game with a fun holiday theme. Defend your house against a relentless onslaught of crooks and save Christmas!",[Mystic Mill Games],[Strategy],3/12/2021
6289,1788740,MedaAbi,4.99,"A short 2D action game with mysterious characters!　 Two games, one with boss battles where you have to find a way to deal damage, and one with more abilities to use on each stage!",[オモムロス],[Action/Indie],10/3/2022
6290,1788850,你已经猜到结局了吗,7.99,"有些人死了，但没完全死，知道了结局但却未发现真相。 一个人也能玩的海龟汤推理故事。 海龟汤故事通常包含一个极不合理的结果，但不知道其中的过程，您可以自行猜测发生了什么，并提出问题，主持人只会用【是】【否】【无关】来回答你——本该如此，不过她似乎会破例给你些提示，但显然你很高冷，并不为之所动。",[橘音],[Adventure/Casual/Indie/RPG/Strategy],14/7/2022
6291,1788880,Argonauts Agency: Chair of Hephaestus,5.99,"Argonauts Agency—See how a regular chair can be the beginning of a whole investigation and amazing adventure!",[8floor],[Casual/Simulation/Strategy],23/1/2022
6292,1789230,ToyPark Playtest,0,"",[],[],6/11/2021
6293,1789660,The story of archer,10.99,"The story of archer - the game will tell you the story of an archer who found himself in the midst of a war with zombies.",[Enoops],[Action/Adventure/Casual/Indie/RPG],9/11/2021
6294,1789670,Me and my eldritch parasite,2.99,"You have an eldritch parasite. It sucks. Find a way to get rid of it while meeting its demands in this strage mix between sidescrolling horror, virtual pet and sarcasm.",[ApeHardware],[Adventure/Indie],29/4/2022
6295,1790220,Voxel Bash Playtest,0,"",[],[],15/10/2021
6296,1791610,Touhou Mystery Reel,0,"Touhou Mystery Reel is a horizontal scrolling action game. The game has a unique combat system. Players make different decisions in the level, which will trigger different plots at the end of the level. It is up to the player to challenge a stronger BOSS or do something 'dirty'.",[Iceprite],[Action/Adventure/Casual/Indie/Strategy/Early Access],13/2/2022
6297,1791640,Froggy,0.49,"'Froggy' is a gem collecting puzzle game about little (but smart) frog who is going to beat through many unique levels. It's a nice one for all puzzle lovers!",[Luci Entertainment],[Casual/Indie],31/10/2021
6298,1791650,深渊公主 Release The Bride,14.99,"What will happen if you were a princess and you got kidnapped into the abyss by a monster just to get rid of your fiancé? That is what happened to her, she was able to call her fiancé for help but she chose to prove she is not weak, and from that moment her journey to get out of the abyss start.",[Milk Bottle Studio],[Action/Adventure/RPG/Early Access],11/3/2022
6299,1791990,The Simple Folder Management Tool,1.99,"Simple folder collation tool, supporting label management and search of folders",[P4S3 Studio],[Utilities],12/12/2021
6300,1793190,Encore Illusions,19.99,"Experience thrills, chills and spills in a war of wills. Blaze a winning trail through a magical game of hidden object adventure. The road to truth and justice isn't easy. Unlock card games as you progress through a maze of obstacles filled with hidden objects and puzzle challenges.",[Encore Software],[Casual/Free to Play/Strategy],23/10/2021
6301,1793220,Airship Killer,10.99,"airplane killer - We only dream of peace - the enemies are preparing a treacherous attack on your homeland, which you simply cannot forgive them. Without thinking of anything better how to accept an unequal battle, you get on your plane and go to the enemy's lair to destroy it once and for all!",[kazakovstudios],[Casual/Indie/Simulation],9/11/2021
6302,1793780,Poly Memory: Furries 2,1.99,"Cute, relaxing, polygonal memory game with furries.",[Cute Hannah's Games],[Casual/Indie],1/11/2021
6303,1794020,Death Slayer V,9.99,"A virus has escaped a secret lab ran by the Eibmoz Corporation. Everyone is infected... including yourself. You have minutes before you die from the fast acting virus and turn into a 'Zombie'. There may be a way to stay alive... but it wont be easy!",[MDK software],[Indie],4/11/2021
6304,1794300,BLUE WISH DESIRE,9.99,"BLUW WISH DESIRE is 2D veritically scrolling shmup. Go through the barrage and destroy the oncoming enemies. In addition, this game is equipped with an auto guard system that automatically prevents mistakes. So even those who are not good at barrage STG are safe.",[xxgameroom],[Action/Indie],17/11/2021
6305,1794600,Dark Tales from México: Prelude. Just a Dream... with The Sack Man,14.99,"An Handmade 3D Survival Horror based on true Mexican Folk Tales and Clay Sculptures.",[BitAll Force],[Adventure/Early Access],5/11/2021
6306,1794710,Infinite Progression,0.99,"Never worry about finishing your current idle game, because this one never ends! Play through a procedurally generated incremental. Gather currencies. drive once hard to get currencies to obsolescence, or just mess around. What you do is up to you in this infinite idle.",[Prestosilver],[Casual],19/11/2021
6307,1794920,Pool Adventure,0.99,"Probably every person at least once in his life dreamed of getting access to video cameras in a women's locker room. Be a visitor to the pool and spy on naked girls! Relaxing music will let you immerse yourself in this process. See all the girls without exception!",[Uintani],[Adventure/Indie],7/11/2021
6308,1795410,JENTRIX,7.99,"Jentrix is a Virtual Reality board game that combines the best of Jenga and Match 3 mechanics.",[Spheroom],[Casual/Massively Multiplayer],27/1/2022
6309,1795440,Cosmic Invasion,4.99,"Cosmic Invasion is a combination of strategy mixed in with quick frantic battles against fleets that contain many ships. The strategic layer is a 20 X 30 grid with 600 sectors. Move your ships around to protect your home planet and space stations from the invading fleets of UFO ships.",[Blue Blaze Gaming Inc],[Action/Indie/Strategy],22/2/2022
6310,1795640,SOLAR CAGE,0,"You have one job: BLOW UP THE SUN. A game perfect for parkour/shooter fans, speedrunners, and those looking for an extra challenging experience!",[Juggernaut Entertainment],[Action/Indie],21/12/2021
6311,1796350,R.E.A.C.T,5.99,"R.E.A.C.T is a high-powered hybrid of arcade-style soccer and first person shooter with physics-driven competition.",[Adaptive Game],[Action/Massively Multiplayer/Sports/Early Access],21/3/2022
6312,1796440,Elimination Games,4.99,"Red Light Green Light. How long can you survive?",[Ammonite Design Studios Ltd],[Action/Casual/Indie],4/11/2021
6313,1796830,Scary Buddies Playtest,0,"",[],[],1/11/2021
6314,1797590,Last Space Guardian,0.99,"Survive 10 enemy stages! Shoot 'Em Up style, spaceship game, in pixel art and 8-bit retro music! Evolve your shot to the maximum level, use the energy bar for upgrades, and special abilities! Advance each stage by defeating Bosses and enemies to collect new skills, transformations and extra lives!",[DHDevStudio],[Indie],12/2/2022
6315,1798140,三国：万人敌,0,"新一代战争策略页游《万人敌》全面还原三国鼎立争霸天下的局势，是一款及时大策略国战战争类游戏。在激烈的领土争夺中，招募培养名将名士，训练各国特色兵种，城池，资源，土地，兵力的获取都是最原汁原味的三国玩法。成就霸业，兄弟齐心，带你开启前所未有的征战之路！",[wywl],[Free to Play/Massively Multiplayer/RPG/Simulation/Strategy],17/4/2022
6316,1798310,Imitating Zombies,1.99,"Imitating Zombies is a game where you have to play the role of a zombie, go through the path, eating brains and dodging boomerangs. Only the road is not so smooth, and banging your head takes your life. Balancing and running the entire route, go through all the levels and reach the goal.",[Reforged Group],[Indie],14/11/2021
6317,1798810,Chefy-Chef,4.99,"Once again approaching the refrigerator, Chefy magically finds himself in new worlds in which he has to find the ingredients for his favorite dish!",[Ratalaika Games S.L.],[Action/Adventure/Casual/Indie],6/5/2022
6318,1800290,Bolt Action,0.99,"A small, comedic zombie shooter that requires both twitch and strategic skills...One genetically enhanced man along with an inept, insulting, and cowardly scientist must save the World from the invading mutated hordes!",[Bolt Action Labs],[Action/Casual/Indie],30/11/2021
6319,1800480,Defend from Candyland!,10.99,"This single player top town tower defence game, using pixel based art is a brilliant game for all ages to join in the battle against the evil candy. Work your way through the levels with preset maps and waves, or see how long you last in endless mode to save the world from the endless candy threat!",[MI Pixel Ltd],[Casual/Indie/Strategy/Early Access],9/1/2022
6320,1800560,Jagged Farm: Birth of a Hero,4.49,"Animal Farm meets Real Time Strategy. Welcome to Jagged Farm: Birth of a Hero. Plan, Fight and Defeat the evil pigs with all available weaponery. With courage and strategy to victory.",[Game Factory Interactive Ltd.],[Action/Strategy],25/1/2022
6321,1800600,Punch It Deluxe,2.99,"Relax, De-stress, and unwind your day in this simple and violent arcade game. Release your rage while the relief washes over you as you PUNCH, PULL, and TWIST your enemies (who, let's face it, probably deserved it).",[WeirdRikert],[Action/Casual],12/11/2021
6322,1801220,God Damn The Garden,4.99,"The FPS Adventure where you're challenged to explore God Damn's World, and ultimately become the successor of Badass Heaven.",[Agelvik],[Action/Adventure/Indie],20/12/2021
6323,1801640,精神病大王花 Flowering Abyss,7.99,"话题作《精神病大王花》重制作品。 追求精神病少女们的恋爱游戏，你能活到最后吗？",[Pujia8 Studio],[Adventure/Indie/RPG],13/2/2022
6324,1801950,My Soldiers,19.99,"My Soldiers places you in the role of a soldier who's new to a post near the border, you are gonna meet three soldiers here. So 'My Soldiers' tells a story that happens in this small post with these guys. These guys have different personalities, There are 3 routes and over 100 CGs in all.",[Coolpeng],[Adventure/Indie],29/1/2022
6325,1802390,Occupy Mars: The Game Playtest,0,"",[],[],19/2/2022
6326,1802500,Commuter,1.99,"Smash, bash, and plow your way through traffic in this 2D arcade throwback. Collect power-ups to survive long enough to unlock new cars with special abilities. Upgrade your vehicles to increase your survivability in this increasingly difficult highscore chaser.",[Bad Neighbor Games],[Racing],4/3/2022
6327,1802870,Secret Pie,5.99,"Secret story between the mansion manager and three women",[Momentum Games],[Adventure/Casual/Indie/Simulation],18/11/2021
6328,1802920,Tear of Time: Lost memory,3.99,"Is an adventure game. You play as a character who, waking up in a house on a remote island, realizes that she has lost her memory. Player will have to find out the reason for the loss of memory, explore the island, find ancient treasures, explore the ruins with secret locations and solve puzzles.",[SIMPRA ORG],[Adventure],1/3/2022
6329,1803160,CARROT,4.99,"20 minutes long. Point and Click your way through a Short Story which involves a magnifying glass, strawberries, flowers, unicorns and a CARROT.",[ChaseFOX],[Casual/Indie],3/12/2021
6330,1803170,Four Animals,0.99,"Four Animals is an arcade scoring game.",[Animals Rolling],[Casual/Indie],11/11/2021
6331,1803440,Unnamed Arcade Engine,2.99,"The game allows users to easily build the own top down shooters, with our unique developer users can create a wide range of different maps and levels, customize the player and enemy characters and change the look of everything and incredibly easy to use.",[Pixent interactive private limited],[Action/Casual/Simulation],28/2/2022
6332,1803630,She Hates Unicorns,1.99,"It is clear that she hates unicorns. And she will fight their followers to send the unicorns back to where they came from. Use your super vision to see your enemies through walls. And put an anal plug in the unicorns' buttocks to appease them.",[SeedWall],[Action/Casual/Indie],19/11/2021
6333,1804180,Cristalix,0,"Education app that teaches children how to behave and communicate with other children for with guidance of a parent/therapist.",[Cristalix],[Free to Play/Education],10/1/2022
